access	/ˈækˌsɛs/	v. 获取 n. 接近，入口
miserable	/ˈmɪzɝəbəɫ/, /ˈmɪzɹəbəɫ/	adj. 痛苦的；悲惨的
influence	/ˈɪnfɫuəns/	n. 影响；势力 v. 影响
July	/ˌdʒuˈɫaɪ/, /dʒəˈɫaɪ/	n. 七月
sake	/ˈseɪk/	n. 缘故，理由
tendency	/ˈtɛndənsi/	n. 倾向；趋向，趋势
giant	/ˈdʒaɪənt/	n. 〔儿童故事中的〕巨人；巨人；巨物
father	/ˈfɑðɝ/	n. 父亲；神父；创始人
specimen	/ˈspɛsəmən/	n. 样本，标本，样品
upward	/ˈəpwɝd/	adj. 上升的；向上的
ready	/ˈɹɛdi/	adj. 准备好的；愿意的
path	/ˈpæθ/	n. 路，小道；道路
helmet	/ˈhɛɫmət/	n. 头盔，钢盔
adverb	/ˈædvɝb/	n. 副词
information	/ˌɪnfɝˈmeɪʃən/, /ɪnˈfɔɹˈmeɪʃən/	n. 消息，信息；通知
exterior	/ɪkˈstɪɹiɝ/	adj. 外部的
setting	/ˈsɛtɪŋ/	n. 环境；安装，调整
tidy	/ˈtaɪdi/	adj. 整洁的；整齐的
eagle	/ˈiɡəɫ/	n. 鹰
variable	/ˈvɛɹiəbəɫ/	adj. 易变的 n. 变量
belt	/ˈbɛɫt/	n. 带，腰带；皮带；区
open	/ˈoʊpən/	adj. 开的；开放的 v. 开
relative	/ˈɹɛɫətɪv/	adj. 有关系的；相对的
cage	/ˈkeɪdʒ/	n. 笼；鸟笼，囚笼
revolt	/ɹiˈvoʊɫt/, /ɹɪˈvoʊɫt/	n. 反抗；造反 v. 反抗；造反
exist	/ɪɡˈzɪst/	v. 存在；生存，生活
width	/ˈwɪdθ/	n. 宽度
argue	/ˈɑɹɡju/	v. 争论；争辩，辩论
herself	/hɝˈsɛɫf/	pron. 她自己；她亲自
potato	/pəˈteɪˌtoʊ/	n. 马铃薯，土豆
aspect	/ˈæsˌpɛkt/	n. 方面；样子，外表
fertile	/ˈfɝtəɫ/, /fɝˈtaɪɫ/	adj. 肥沃的
chamber	/ˈtʃeɪmbɝ/	n. 〔人体内或某些机器中的〕室，腔；会议室；房间
rotary	/ˈɹoʊtɝi/	adj. 旋转的，转动的
elbow	/ˈɛɫˌboʊ/	n. 肘，肘部；弯管
dye	/ˈdaɪ/	v. 染 n. 染料；染色
condition	/kənˈdɪʃən/	n. 状况，状态；环境
deaf	/ˈdɛf/	adj. 聋的；不愿听的
prize	/ˈpɹaɪz/	n. 奖赏，奖金 v. 珍视
knit	/ˈnɪt/	v. 把…编结
neither	/ˈnaɪðɝ/, /ˈniðɝ/	adj. （两者）都不的
register	/ˈɹɛdʒɪstɝ/	n. 登记，注册 v. 登记，注册
flu	/ˈfɫu/	n. 流行性感冒
petrol	/ˈpɛtɹoʊɫ/	n. （英）汽油
continent	/ˈkɑntənənt/	n. 大陆；陆地；洲
echo	/ˈɛkoʊ/	n. 回声，反响 v. 重复
boil	/ˈbɔɪɫ/	v. 沸腾；汽化；煮沸
accident	/ˈæksədənt/	n. 意外事件；事故
log	/ˈɫɔɡ/	n. 原木，木料
cheat	/ˈtʃit/	v. 骗取；哄
grass	/ˈɡɹæs/	n. 草；牧草；草地
desire	/dɪˈzaɪɝ/	v. 中文释义；想要：要求 n. 愿望
dense	/ˈdɛns/	adj. 密集的；浓厚的
tank	/ˈtæŋk/	n. 大容器，槽；坦克
restrict	/ɹiˈstɹɪkt/	v. 限制，限定；约束
first	/ˈfɝst/	num. 第一 adv. 最初
deliver	/dɪˈɫɪvɝ/	v. 投递，送交；发表
reduce	/ɹəˈdus/, /ɹiˈdus/, /ɹɪˈdus/	v. 减少，减小
aircraft	/ˈɛɹˌkɹæft/	n. 飞机，飞行器
specific	/spəˈsɪfɪk/, /spɪˈsɪfɪk/	adj. 特有的；具体的
scout	/ˈskaʊt/	n. 侦察员，侦察机
instant	/ˈɪnstənt/	n. 瞬间 adj. 立即的
involve	/ˌɪnˈvɑɫv/	v. 使卷入；牵涉
layout	/ˈɫeɪˌaʊt/	n. 布局，安排，设计
business	/ˈbɪznəs/, /ˈbɪznɪs/	n. 商业，生意；事务；事务
torture	/ˈtɔɹtʃɝ/	n. 拷问；折磨 v. 拷打
shiver	/ˈʃɪvɝ/	v. 颤抖，哆嗦 n. 冷颤
contradiction	/ˌkɑntɹəˈdɪkʃən/	n. 矛盾，不一致；否认
photograph	/ˈfoʊtəˌɡɹæf/	n. 照片，相片
sophisticated	/səˈfɪstəˌkeɪtɪd/, /səˈfɪstɪˌkeɪtəd/	adj. 老于世故的；高级的
exploit	/ˈɛksˌpɫɔɪt/, /ˌɛksˈpɫɔɪt/	v. 剥削；利用；开拓
likewise	/ˈɫaɪˌkwaɪz/	adv. 同样地；也，又
ratio	/ˈɹeɪʃiˌoʊ/	n. 比，比率
textile	/ˈtɛkˌstaɪɫ/	n. 纺织品
employer	/ɛmˈpɫɔɪɝ/, /ɪmˈpɫɔɪɝ/	n. 雇佣者，雇主
fisherman	/ˈfɪʃɝˌmæn/, /ˈfɪʃɝmən/	n. 渔民，渔夫，打鱼人
love	/ˈɫəv/	v. 爱，喜欢 n. 爱
arrive	/ɝˈaɪv/	v. 到达；来临；达到
preferable	/ˈpɹɛfɝəbəɫ/, /ˈpɹɛfɹəbəɫ/	adj. 更可取的，更好的
indifferent	/ˌɪnˈdɪfɝənt/, /ˌɪnˈdɪfɹənt/	adj. 冷漠的；不积极的
impatient	/ˌɪmˈpeɪʃənt/	adj. 不耐烦的，急躁的
vapour	 n. 汽，蒸气
chemist	/ˈkɛmɪst/	n. 化学家；药剂师
novel	/ˈnɑvəɫ/	n. 小说 adj. 新的
forward	/ˈfɔɹwɝd/	adv. 向前；今后，往后
civilize	/ˈsɪvəˌɫaɪz/	v. 使文明；教育
nail	/ˈneɪɫ/	n. 钉；指甲 v. 钉
harsh	/ˈhɑɹʃ/	adj. 严厉的；刺耳的
fail	/ˈfeɪɫ/	v. 失败；不能；失灵
disturb	/dɪˈstɝb/	v. 打扰，扰乱；弄乱
favourable	 adj. 赞成的；有利的
exciting	/ɪkˈsaɪtɪŋ/	adj. 令人兴奋的
seize	/ˈsiz/	v. 抓住；夺取；逮捕
day	/ˈdeɪ/	n. （一）天；白昼，白天
onto	/ˈɑntu/, /ˈɔntu/	prep. 到…上
ninety	/ˈnaɪnti/	num. 九十，九十个
application	/ˌæpɫəˈkeɪʃən/	n. 请求，申请；施用
plot	/ˈpɫɑt/	n. 小块土地 v. 密谋
hotel	/hoʊˈtɛɫ/	n. 旅馆
encourage	/ɛnˈkɝɪdʒ/, /ɪnˈkɝədʒ/	v. 鼓励，支持；助长
concentrate	/ˈkɑnsənˌtɹeɪt/	v. 集中；聚集；浓缩
achievement	/əˈtʃivmənt/	n. 成就，成绩；完成
comparison	/kəmˈpɛɹəsən/	n. 比较，对照；比拟
build	/ˈbɪɫd/	v. 建筑；建立；创立
bosom	/ˈbʊzəm/	n. 胸，胸部；内心
bother	/ˈbɑðɝ/	v. 烦扰，迷惑 n. 麻烦
festival	/ˈfɛstəvəɫ/, /ˈfɛstɪvəɫ/	n. 〔电影、戏剧、音乐等的〕节，节庆，会演；节日
ensure	/ɛnˈʃʊɹ/, /ɪnˈʃʊɹ/	v. 保证；保护；赋予
face	/ˈfeɪs/	n. 脸；表面
handy	/ˈhændi/	adj. 便于使用的；手边的
honesty	/ˈɑnəsti/	n. 诚实，正直
genuine	/ˈdʒɛnˈjuˌwaɪn/, /ˈdʒɛnjəwən/	adj. 真的；真正的
cycle	/ˈsaɪkəɫ/	n. 循环；自行车
parent	/ˈpɛɹənt/	n. 父亲，母亲，双亲
graph	/ˈɡɹæf/	n. （曲线）图，图表
seal	/ˈsiɫ/	n. 印记；封蜡 v. 封
strengthen	/ˈstɹɛŋθən/	v. 加强，巩固
deny	/dɪˈnaɪ/	v. 否定；拒绝相信
empire	/ˈɛmpaɪɝ/	n. 帝国
surgery	/ˈsɝdʒɝi/	n. 外科，外科手术
fortune	/ˈfɔɹtʃən/, /ˈfɔɹtʃun/	n. 运气；巨款；命运
interesting	/ˈɪntɝəstɪŋ/, /ˈɪntɝɪstɪŋ/, /ˈɪntɹəstɪŋ/, /ˈɪntɹɪstɪŋ/	adj. 有趣的，引人入胜的
project	/ˈpɹɑdʒɛkt/, /pɹəˈdʒɛkt/	n. 方案，工程 v. 伸出
again	/əˈɡeɪn/, /əˈɡɛn/	adv. 又一次；而且
favour	/ˈfeɪvɝ/	n. 恩惠；赞同
fleet	/ˈfɫit/	n. 舰队；机群
mankind	/ˈmænˈkaɪnd/	n. 人类
liter	/ˈɫitɝ/	n. 升（容量单位）
mechanics	/məˈkænɪks/	n. 力学
schedule	/ˈskɛdʒuɫ/, /ˈskɛdʒʊɫ/	n. 计划表；时间表
crystal	/ˈkɹɪstəɫ/	n. 结晶体；晶粒；水晶
letter	/ˈɫɛtɝ/	n. 信；字母
effective	/ˈifɛktɪv/, /ɪˈfɛktɪv/	adj. 有效的；有影响的
eye	/ˈaɪ/	n. 眼睛；眼力
card	/ˈkɑɹd/	n. 卡；卡片；名片
bush	/ˈbʊʃ/	n. 灌木，灌木丛，矮树
rouse	/ˈɹaʊs/, /ˈɹaʊz/	v. 唤醒，唤起；惊起
reflexion	 n. 映象；反映；反射
Arabian	/əˈɹeɪbiən/	adj. 阿拉伯的
widen	/ˈwaɪdən/	v. 变宽；加宽
violent	/ˈvaɪəɫənt/, /ˈvaɪɫənt/	adj. 暴力的；强暴的；猛烈的；狂暴的
basic	/ˈbeɪsɪk/	adj. 基本的，基础的
director	/daɪˈɹɛktɝ/, /dɝˈɛktɝ/, /diˈɹɛktɝ/, /dɪˈɹɛktɝ/	n. 理事；导演；指导者；负责人
own	/ˈoʊn/	adj. 自己的 v. 有，拥有
commit	/kəˈmɪt/	v. 犯（错误）；干（坏事）
ampere	/ˈæmˌpɝ/	n. 安培
blast	/ˈbɫæst/	n. 爆炸，冲击波 v. 炸
doubtless	/ˈdaʊtɫəs/	adv. 无疑地；很可能
cloak	/ˈkɫoʊk/	n. 斗篷；覆盖（物）
comprehensive	/ˌkɑmpɹiˈhɛnsɪv/	adj. 广泛的
mistress	/ˈmɪstɹəs/	n. 女主；夫人
mathematics	/ˌmæθəˈmætɪks/	n. 数学
housewife	/ˈhaʊˌswaɪf/	n. 家庭主妇
headmaster	/ˈhɛdˈmæstɝ/	n. 校长
oak	/ˈoʊk/	n. 栎属植物；栎木，橡木
available	/əˈveɪɫəbəɫ/	adj. 可利用的
no	/ˈnoʊ/	adv. 不；并不 adj. 没有
somebody	/ˈsəmˌbɑdi/, /ˈsəmbəˌdi/	pron. 某人，有人
rotation	/ɹoʊˈteɪʃən/	n. 旋转，转动
virtue	/ˈvɝtʃu/	n. 善；美德；优点
urban	/ˈɝbən/	adj. 都市的，住在都市的
hardware	/ˈhɑɹdˌwɛɹ/	n. 硬件；五金器具
annoy	/əˈnɔɪ/	v. 使恼怒；打搅；打扰
centigrade	/ˈsɛntəˌɡɹeɪd/	adj. 百分度的
ink	/ˈɪŋk/	n. 墨水，油墨
parallel	/ˈpɛɹəˌɫɛɫ/	adj. 平行的；相同的
naughty	/ˈnɔti/	adj. 顽皮的，淘气的
cassette	/kəˈsɛt/	n. 盒式录音带
fifth	/ˈfɪfθ/, /ˈfɪθ/	num. 第五 n. 五分之一
organization	/ˌɔɹɡənəˈzeɪʃən/	n. 组织；团体，机构
hall	/ˈhɔɫ/	n. 门厅；过道；会堂
prevail	/pɹiˈveɪɫ/, /pɹɪˈveɪɫ/	v. 流行；胜，优胜
continue	/kənˈtɪnju/	v. 继续，连续；延伸
microcomputer	/ˈmaɪˌkɹoʊkəmˈpjutɝ/	n. 微型计算机，微机
persist	/pɝˈsɪst/	v. 坚持，固执；持续
unless	/ənˈɫɛs/	conj. 除非，如果不
manage	/ˈmænədʒ/, /ˈmænɪdʒ/	v. 管理；设法；成功应付，对付
owner	/ˈoʊnɝ/	n. 物主，所有人
weep	/ˈwip/	v. 哭泣，流泪
vacuum	/ˈvækjum/	n. 真空；真空吸尘器
realize	/ˈɹiəˌɫaɪz/	v. 认识到；实现
predict	/pɹiˈdɪkt/, /pɹɪˈdɪkt/	v. 预言，预告，预测
portable	/ˈpɔɹtəbəɫ/	adj. 轻便的；手提的
ditch	/ˈdɪtʃ/	n. 沟，沟渠，渠道
relief	/ɹiˈɫif/, /ɹɪˈɫif/	n. 减轻；救济；援救
accommodate	/əˈkɑməˌdeɪt/	v. 容纳；供应，供给，提供住宿
laboratory	/ˈɫæbɹəˌtɔɹi/	n. 实验室，研究室
brush	/ˈbɹəʃ/	n. 刷子，毛刷；画笔
microscope	/ˈmaɪkɹəˌskoʊp/	n. 显微镜
emperor	/ˈɛmpɝɝ/	n. 皇帝
render	/ˈɹɛndɝ/	v. 使得；表示，给予
plug	/ˈpɫəɡ/	n. 塞子；插头 v. 塞
consult	/kənˈsəɫt/	v. 请教；查阅
candle	/ˈkændəɫ/	n. 蜡烛
range	/ˈɹeɪndʒ/	n. 一系列；范围；山脉
adult	/ˈædəɫt/, /əˈdəɫt/	n. 成年人 adj. 成年的
approach	/əˈpɹoʊtʃ/	v. 向…靠近 n. 靠近
eventually	/iˈvɛnʃəɫi/, /iˈvɛntʃəwəɫi/, /ɪˈvɛnʃəɫi/, /ɪˈvɛntʃəwəɫi/	adv. 终于；最后
glad	/ˈɡɫæd/	adj. 高兴的；乐意的
conclude	/kənˈkɫud/	v. 推断出；结束
radiation	/ˌɹeɪdiˈeɪʃən/	n. 辐射；辐射能
accidental	/ˌæksəˈdɛnəɫ/, /ˌæksəˈdɛntəɫ/	adj. 偶然的；非本质的
dog	/ˈdɔɡ/	n. 狗，犬；犬科动物
automation	/ɔtəˈmeɪʃən/	n. 自动，自动化
huge	/ˈhjudʒ/, /ˈjudʒ/	adj. 巨大的，庞大的
few	/ˈfju/	adj. 很少的；少数的
angel	/ˈeɪndʒəɫ/	n. 天使；安琪儿，天使〔指仁慈、善良或美丽的人〕
handsome	/ˈhænsəm/	adj. 英俊的；相当大的
class	/ˈkɫæs/	n. 班，班级；阶级；等级
nation	/ˈneɪʃən/	n. 国家；民族
complaint	/kəmˈpɫeɪnt/	n. 抱怨；怨言；控告
era	/ˈɛɹə/, /ˈɪɹə/	n. 时代，年代；纪元
port	/ˈpɔɹt/	n. 港，港口
column	/ˈkɑɫəm/	n. 柱，支柱，圆柱
message	/ˈmɛsədʒ/, /ˈmɛsɪdʒ/	n. 信息，消息；启示，要旨，寓意
pack	/ˈpæk/	v. （把…）打包；（把…）装箱；挤满 n. 包
black	/ˈbɫæk/	adj. 黑色的；黑暗的
scan	/ˈskæn/	v. 细看；浏览；扫描
variation	/ˌvɛɹiˈeɪʃən/	n. 变化，变动；变异
planet	/ˈpɫænət/	n. 行星
lend	/ˈɫɛnd/	v. 把…借给；贷（款）
reflection	/ɹɪˈfɫɛkʃən/	n. 映象；反射；反映
acre	/ˈeɪkɝ/	n. 英亩
removal	/ɹɪˈmuvəɫ/	n. 移动；移走；除掉；搬迁
sail	/ˈseɪɫ/	n. 帆；船 v. 航行
France	/ˈfɹæns/	n. 法国，法兰西
superior	/suˈpɪɹiɝ/	adj. 有优越感的；较高的
cafeteria	/ˌkæfəˈtɪɹiə/	n. 自助食堂
costly	/ˈkɑstɫi/, /ˈkɔstɫi/	adj. 昂贵的；代价高的
ideal	/aɪˈdiɫ/	adj. 理想的
sample	/ˈsæmpəɫ/	n. 样品；标本
continuous	/kənˈtɪnjuəs/	adj. 连续不断的，持续的
joy	/ˈdʒɔɪ/	n. 欢乐，喜悦；乐事
navy	/ˈneɪvi/	n. 海军
fabric	/ˈfæbɹɪk/	n. 织物，纺织品；结构
evolve	/iˈvɑɫv/, /ɪˈvɑɫv/	v. 使进化；使发展
eliminate	/ɪˈɫɪməˌneɪt/	v. 消灭，消除；排除
staff	/ˈstæf/	n. 全体职员，员工；工作人员；参谋
repeat	/ɹiˈpit/, /ɹɪˈpit/	v. 重说，重做 n. 重演，重现
narrow	/ˈnæɹoʊ/, /ˈnɛɹoʊ/	adj. 狭的，狭窄的
freight	/ˈfɹeɪt/	n. 货运；货物；运费
educate	/ˈɛdʒəˌkeɪt/, /ˈɛdʒjuˌkeɪt/	v. 教育；培养；训练；教导
fence	/ˈfɛns/	n. 栅栏
lick	/ˈɫɪk/	v. 舔；舔吃
necessary	/ˈnɛsəˌsɛɹi/	adj. 必要的；必然的
primitive	/ˈpɹɪmətɪv/, /ˈpɹɪmɪtɪv/	adj. 原始的；老式的，简陋的
read	/ˈɹɛd/, /ˈɹid/	v. 读，看懂
and	/ˈænd/, /ənd/	conj. 和，又，并；则，那么
complain	/kəmˈpɫeɪn/	v. 抱怨，诉苦；控告
thrust	/ˈθɹəst/	v. 插，刺 n. 猛冲，猛刺；推进
junior	/ˈdʒunjɝ/	adj. 青少年的 n. 晚辈
leading	/ˈɫidɪŋ/	adj. 最主要的
spur	/ˈspɝ/	n. 刺激物 v. 刺激
commercial	/kəˈmɝʃəɫ/	adj. 商业的；商品化的
extraordinary	/ˌɛkstɹəˈɔɹdəˌnɛɹi/, /ɪkˈstɹɔɹdəˌnɛɹi/	adj. 非同寻常的；特别的（会议）
inspire	/ˌɪnˈspaɪɹ/	v. 鼓舞；给…以灵感
climate	/ˈkɫaɪmət/, /ˈkɫaɪmɪt/	n. 气候；地带；风气
outward	/ˈaʊtwɝd/	adj. 外面的；向外的
pessimistic	/ˌpɛsəˈmɪstɪk/	adj. 悲观的；厌世的
frost	/ˈfɹɔst/	n. 冰冻，严寒；霜
curse	/ˈkɝs/	n. 诅咒，咒骂
heroic	/hɪˈɹoʊɪk/	adj. 英雄的；英勇的
dive	/ˈdaɪv/	v. 跳水；潜水；俯冲
survey	/ˈsɝˌveɪ/, /sɝˈveɪ/	v. 调查；测量
leak	/ˈɫik/	v. 漏；泄露 n. 漏洞
democratic	/ˌdɛməˈkɹætɪk/	adj. 民主的，民主政体的
apart	/əˈpɑɹt/	adv. 相隔；分开；除去
resort	/ɹiˈsɔɹt/, /ɹiˈzɔɹt/, /ɹɪˈzɔɹt/	vi. 求助，凭借；诉诸于 n. 诉诸
utter	/ˈətɝ/	adj. 完全的，彻底的
penetrate	/ˈpɛnəˌtɹeɪt/	v. 穿过
passenger	/ˈpæsəndʒɝ/	n. 乘客，旅客
compete	/kəmˈpit/	v. 竞争；对抗；比赛
boast	/ˈboʊst/	v. 自夸，吹嘘
breadth	/ˈbɹɛdθ/	n. 宽度，幅度；幅面
unique	/juˈnik/	adj. 唯一的，独一无二的
opportunity	/ˌɑpɝˈtunəti/	n. 机会，良机
precious	/ˈpɹɛʃəs/	adj. 珍贵的，宝贵的
accurate	/ˈækjɝət/	adj. 准确的，正确无误的
feeble	/ˈfibəɫ/	adj. 虚弱的；微弱的
kind	/ˈkaɪnd/	n. 种类
helpful	/ˈhɛɫpfəɫ/	adj. 给予帮助的；有用的
apology	/əˈpɑɫəˌdʒi/	n. 道歉，认错，谢罪
lighten	/ˈɫaɪtən/	v. 照亮，使明亮
hot	/ˈhɑt/	adj. 热的；刺激的；辣的
hasty	/ˈheɪsti/	adj. 急速的；仓促的
civil	/ˈsɪvəɫ/	adj. 公民的；普通公民的；平民的
able	/ˈeɪbəɫ/	adj. 有能力的；出色的
drive	/ˈdɹaɪv/	v. 驾驶；打入；驱
eleventh	/ˈiɫɛvənθ/, /ɪˈɫɛvənθ/	adj. 第十一（个）
friction	/ˈfɹɪkʃən/	n. 摩擦；摩擦力
expectation	/ˌɛkspɛkˈteɪʃən/	n. 期待，预期；期望
commission	/kəˈmɪʃən/	n. 委员会；委任状
old	/ˈoʊɫd/	adj. 老的；…岁的
night	/ˈnaɪt/	n. 夜，夜间
joyful	/ˈdʒɔɪfəɫ/	adj. 十分喜悦的，快乐的
highly	/ˈhaɪɫi/	adv. 很，非常；高度地
full	/ˈfʊɫ/	adj. 满的；完全的
detail	/ˈditeɪɫ/, /dɪˈteɪɫ/	n. 细节；枝节
foot	/ˈfʊt/	n. 脚；最下部；英尺
tag	/ˈtæɡ/	n. 标签；附加语
cash	/ˈkæʃ/	n. 现金，现款
vanish	/ˈvænɪʃ/	v. 突然不见，消失
movie	/ˈmuvi/	n. 电影；电影院
convert	/ˈkɑnvɝt/, /kənˈvɝt/	v. 使转变；使改变
although	/ˌɔɫˈðoʊ/	conj. 尽管，虽然
submerge	/səbˈmɝdʒ/	v. 浸没；潜入水中
event	/iˈvɛnt/, /ɪˈvɛnt/	n. 事件，大事；事变
jam	/ˈdʒæm/	n. 果酱
display	/dɪsˈpɫeɪ/	v. 陈列，展览；显示
mutton	/ˈmətən/	n. 羊肉
exhaust	/ɪɡˈzɔst/	v. 使筋疲力尽；用尽
pot	/ˈpɑt/	n. 锅；壶，罐，盆
murder	/ˈmɝdɝ/	n. 谋杀，凶杀 v. 谋杀，凶杀
language	/ˈɫæŋɡwədʒ/, /ˈɫæŋɡwɪdʒ/	n. 语言；语言课程
wire	/ˈwaɪɝ/, /ˈwaɪɹ/	n. 金属线；电缆
honourable	/ˈɑnɝəbəɫ/	adj. 光荣的
nationality	/ˌnæʃəˈnæɫəti/, /ˌnæʃəˈnæɫɪti/	n. 国籍；民族，族
remove	/ɹiˈmuv/	v. 移动，搬开；脱掉
spacecraft	/ˈspeɪsˌkɹæft/	n. 航天器，宇宙飞船
channel	/ˈtʃænəɫ/	n. 海峡；渠道；频道
lunch	/ˈɫəntʃ/	n. 午餐，（美）便餐
form	/ˈfɔɹm/	n. 形式；形状 v. 形成
soak	/ˈsoʊk/	v. 浸，泡
mobile	/ˈmoʊbəɫ/	adj. 运动的；流动的
dim	/ˈdɪm/	adj. 昏暗的；朦胧的
death	/ˈdɛθ/	n. 死，死亡；灭亡
inevitable	/ˌɪˈnɛvətəbəɫ/	adj. 不可避免的，必然的
host	/ˈhoʊst/	n. 主人；东道主
Marxist	/ˈmɑɹksəst/, /ˈmɑɹksɪst/	adj. 马克思主义的
pork	/ˈpɔɹk/	n. 猪肉
expect	/ɪkˈspɛkt/	v. 预料，预期；等待
disorder	/dɪˈsɔɹdɝ/	n. 骚乱；混乱，杂乱
triumph	/ˈtɹaɪəmf/	n. 凯旋；胜利 v. 成功
jaw	/ˈdʒɔ/	n. 颌，颚
peak	/ˈpik/	n. 山顶，巅 adj. 最高的
practically	/ˈpɹæktɪkəɫi/, /ˈpɹæktɪkɫi/	adv. 实际上；几乎
exclusively	/ɪkˈskɫusɪvɫi/	adv. 专门地
noble	/ˈnoʊbəɫ/	adj. 贵族的；高尚的
liberty	/ˈɫɪbɝˌti/	n. 自由；释放；许可
graceful	/ˈɡɹeɪsfəɫ/	adj. 优美的，优雅的
joint	/ˈdʒɔɪnt/	n. 关节；接头，接缝
sweep	/ˈswip/	v. 扫；刮起；扫过
session	/ˈsɛʃən/	n. 一段时间；会议
countryside	/ˈkəntɹiˌsaɪd/	n. 乡下，农村
miss	/ˈmɪs/	n. 小姐
hundred	/ˈhəndɝd/, /ˈhəndɹəd/, /ˈhəndɹɪd/, /ˈhənɝd/	num. 百，百个 n. 许多
tube	/ˈtjub/, /ˈtub/	n. 管；电子管，显像管
jungle	/ˈdʒəŋɡəɫ/	n. 丛林，密林，莽丛
fool	/ˈfuɫ/	n. 蠢人，傻子 v. 欺骗
optical	/ˈɑptɪkəɫ/	adj. 眼的；光学的
attentive	/əˈtɛntɪv/	adj. 注意的；有礼貌的
anybody	/ˈɛnibədi/	pron. 任何人
complete	/kəmˈpɫit/	adj. 完整的；完成的
depth	/ˈdɛpθ/	n. 深度；深厚；深处
participate	/pɑɹˈtɪsəˌpeɪt/	v. 参与，参加；分享
tire	/ˈtaɪɝ/	v. 疲劳，累；厌倦
God	/ˈɡɑd/	n. 神，神像；上帝
habit	/ˈhæbət/	n. 习惯；习性
enlarge	/ˌɛnˈɫɑɹdʒ/, /ɪnˈɫɑɹdʒ/	v. 扩大，扩展；放大
bargain	/ˈbɑɹɡən/, /ˈbɑɹɡɪn/	n. 交易 v. 议价
revolutionary	/ˌɹɛvəˈɫuʃəˌnɛɹi/	adj. 革命的 n. 革命者
instance	/ˈɪnstəns/	n. 例子，实例，事例
considerate	/kənˈsɪdɝət/	adj. 考虑周到的；体谅的
dismiss	/dɪsˈmɪs/	v. 不再考虑；解雇
dare	/ˈdɛɹ/	v. 敢；竟敢
odour	/ˈoʊdɝ/	n. 气味，味道
cultivate	/ˈkəɫtəˌveɪt/	v. 耕；种植；培养
thunder	/ˈθəndɝ/	n. 雷 v. 打雷；吼出
enclose	/ɪnˈkɫoʊz/	v. 附上；围住，圈起
enter	/ˈɛnɝ/, /ˈɛntɝ/	v. 走进，进入；参加
introduce	/ˌɪntɹəˈdus/, /ˌɪntɹoʊˈdus/	v. 介绍；引进；传入
judgement	/ˈdʒədʒmənt/	n. 判断；意见；审判
pool	/ˈpuɫ/	n. 游泳池；水塘，水池
daring	/ˈdɛɹɪŋ/	adj. 大胆的，勇敢的
postpone	/poʊˈspoʊn/, /poʊstˈpoʊn/	v. 延迟，推迟，延缓
telegram	/ˈtɛɫəˌɡɹæm/	n. 电报
fund	/ˈfənd/	n. 基金；资金
lifetime	/ˈɫaɪfˌtaɪm/	n. 一生，终身
control	/kənˈtɹoʊɫ/	v. 控制；克制 n. 控制
bronze	/ˈbɹɑnz/	n. 青铜；青铜制品
pit	/ˈpɪt/	n. 坑，地坑；煤矿
lab	/ˈɫæb/	n. 实验室，研究室
dynamic	/daɪˈnæmɪk/	adj. 有活力的；动力的
disable	/dɪˈseɪbəɫ/	v. 使无能，使伤残
comparative	/kəmˈpɛɹətɪv/	adj. 比较的；相对的
gate	/ˈɡeɪt/	n. 大门；篱笆门
seed	/ˈsid/	n. 种（子），籽；起因，萌芽
worthwhile	/ˈwɝθˈwaɪɫ/	adj. 值得花时间的
fame	/ˈfeɪm/	n. 名声，名望
doubtful	/ˈdaʊtfəɫ/	adj. 难以预测的；怀疑的
distinguish	/dɪˈstɪŋɡwɪʃ/	v. 区别，辨别；认别
concert	/ˈkɑnsɝt/, /kənˈsɝt/	n. 音乐会，演奏会
famine	/ˈfæmən/	n. 饥荒
slice	/ˈsɫaɪs/	n. 薄片，切片；部分
invade	/ˌɪnˈveɪd/	v. 入侵，侵略；侵袭
celebrate	/ˈsɛɫəˌbɹeɪt/	v. 庆祝；歌颂，赞美
prisoner	/ˈpɹɪzənɝ/, /ˈpɹɪznɝ/	n. 囚犯
temporary	/ˈtɛmpɝˌɛɹi/	adj. 暂时的，临时的
princess	/ˈpɹɪnsɛs/	n. 公主；王妃
treasure	/ˈtɹɛʒɝ/	n. 财富；珍宝 v. 珍视
ill	/ˈɪɫ/	adj. 有病的；坏的 adv. 恶劣地；讨厌地
comrade	/ˈkɑmˌɹæd/	n. 亲密的同伴；同志
fragment	/ˈfɹæɡmənt/	n. 碎片，破片，碎块
problem	/ˈpɹɑbɫəm/	n. 问题；习题，问题
enough	/iˈnəf/, /ɪˈnəf/	det. 足够的 adv. 足够地
address	/ˈæˌdɹɛs/, /əˈdɹɛs/	n. 地址；演说
bath	/ˈbæθ/	n. 浴，洗澡；浴缸
invent	/ˌɪnˈvɛnt/	v. 发明，创造；捏造
provision	/pɹəˈvɪʒən/	n. 供应；预备；存粮
coordinate	/koʊˈɔɹdəˌneɪt/, /koʊˈɔɹdənət/	v. 使协调，调节
devote	/dɪˈvoʊt/	v. 将…奉献，致力于
inside	/ˈɪnˌsaɪd/, /ˌɪnˈsaɪd/	prep. 在…里面 n. 内部
valid	/ˈvæɫɪd/	adj. 有效的；正当的
oh	/ˈoʊ/	int. 嗬，哦，唉呀
liberate	/ˈɫɪˌbɝˌeɪt/	v. 解放；释放
